Restaurant_id,Event_title,Event_description,Start_date,End_date,Start_time,End_time,Display_date,Display_time,Date_added,Is_active
17806994,Easter special Sunday,"Looking for the perfect Easter plan? #Mirchi &Mime invites you to come celebrate with your friends and family, and dive into our special Easter menu;
Also join #Madeira&Mime for Easter dishes and refreshing cocktails (retro music from 8pm onwards)",2017-04-16,2017-04-16,12:00:55,23:59:59,16 April,12:00 pm onwards,2017-04-15 18:16:26,1
18447068,Carnival pet show ,"Cat fancy dress 11 am to 2pm
Dog fancy dress 4pm to 7pm",2017-04-16,2017-04-16,11:00:38,19:00:38,16 April,11:00 am - 07:00 pm,2017-04-15 15:51:21,1
18353121,Unlimited Specialties for Summer Afternoons !,"Coll yourself this summer afternoons with UNLIMITED ""Ace Kacang"" and ""Keri Panna""...",2017-04-10,2017-05-31,11:30:00,15:30:00,10 April - 31 May,11:30 am - 03:30 pm,2017-04-10 09:16:51,1
58882,Turn the Tables - Set Menu @ Rs.1200,"An anti-cancer initiative by Zomato in association with Karunashraya

Help turn the tables in 3 easy steps:

1. Book a table online at Big Brewsky and dine between 7th and 16th April ‘17
2. Enjoy a set menu for Rs.1200 per person
3. Part of proceeds go to Karunashraya",2017-04-07,2017-04-16,00:00:00,22:00:00,07 April - 16 April,12:00 am - 10:00 pm,2017-04-04 14:30:15,1
58882,Big Brewsky presents: Woodstock Sessions 03 feat. DJ TT,"Dj.TT, driven by his passion for re-creating music, he has been entertaining people for almost two decades. His edgy style and keen sense of musical detailing has made him one of the most sought after and Loved Dj’s in the country. He has won the prestigious Times music “ war of the Dj’s “ south zone three times, he has also launched two radio stations in BANGALORE and one in INDORE . He also won India’s first radio talent show conducted by Radio city 91.1 for best track Remixes based on public voting. Dj TT has been a resident dj for various clubs and his penchant for mixing almost impossible tracks to make them absolutely loved has ensured that his CV contains major clubs in india. He has also played with most of the Major Indian and International Dj’s. His versatility and the fact that he can play any genre of music in order to cater to the audiences definately makes Dj TT , one of the best Dj’s in INDIA and his mission “TO MAKE PEOPLE DANCE”.",2017-04-16,2017-04-16,13:00:00,16:00:00,16 April,01:00 pm - 04:00 pm,2017-04-12 01:59:39,1
18385443,#LBW,"#LBW just got a happier meaning. #NowServing #ThandiBeerBuckets & #HelicopterShots while you and the gang #WatchTheMatch rooting for your favourite team this entire sporting season!
",2017-04-10,2017-04-30,11:00:00,00:00:00,10 April - 30 April,11:00 am - 12:00 am,2017-04-10 14:24:52,1
18385443,PaperMoon at #KoramangalaSocial,"Come watch some of the best performers giving their best at PaperMoon and join the family of performers.

This month's topic is ""Stages of Love""

This time we have poi spinners, spoken word poets , musicians, Illusionists, dancers, drag queens, actors...phew! The list goes on.

FEATURING
Daniel Sukumar
Iyappan Abishek
Kevin Rosario Rodrigues
Tushal Kamaraj

Our line up of performers are
Aishwarya Sainath
Akshit Garg
Alex Mathew
Angshuman Sarma
Bharath Divakar
Hamsi Radhakrishnan
Harshit Wadhwani
Jay Malaga
Meera C Govindan
Neil newtoN
Rakesh Regan
Ravi Ramaswamy
Shreya Krishnan
Sidhanth Ashok
Sowmyashree Gonibeedu
Ullas Hydoor
Vibhu Bharadwaj
Vishruti Bindal

How much is it?
Free. (yay)
But, RSVP, please: https://nj19.typeform.com/to/TGdGZ7",2017-04-16,2017-04-16,16:30:00,19:00:00,16 April,04:30 pm - 07:00 pm,2017-03-31 14:11:26,1
18385443,Mixtape presents: SOUL City feat. Bjorn Torske &amp; Robby Banner,"About BJØRN TORSKE (OFFICIAL)

Torske is undoubtedly one of the most phenomenal DJs and producers from Norway who had a significant hand in shaping the Norwegian electronic music scene. He started as a DJ at a local radio station in 1987, where he experimented with remixing, doing tape edits, and played around with synthesizers and drum machines. His first tracks were recorded during 1990, and in 1991 two tracks were released on 12"" vinyl by Belgian label Crammed Discs dance imprint SSR Records. 
About Robby Banner

Robby Banner is a Deep House, Techno & NuDisco DJ from Bangalore. With a love for music from a very young age, he is is a full time practicing Graphic Designer as well as DJ playing in select venus in Bangalore, Goa, Mumbai and India. Whilst abroad studying in New York City, Robby also DJ'ed and spun music on weekends to make money during his student years; His signature Asian Underground sound was influenced by such artists as Talvin Singh, Nitin Sawhney & Karsh Kale. ",2017-04-21,2017-04-22,21:00:00,00:30:00,21 April - 22 April,09:00 pm - 12:30 am,2017-04-14 14:20:08,1
18385443,Social #Survival: Board Games with ReRoll,"Tournament participation: 36 players (on-the-spot registration)
Ticket: Rs. 200/- incl a beer
Tickets available here: https://insider.in/social-survival-board-games-with-reroll-april22-2017/event

Winner: Takes home a copy of Coup!
About Social #Survival:

Social #Survival is an evening of board games like Pandemic, Spaceteam, Coup and Betrayal at House on the Hill that involve fighting the odds, and staying alive - whether as a team, where you win or lose together, or solo, where you try to outlast your opponents. 

Organised by ReRoll: Bangalore's Board Games Collective, the second edition named Social #Survival, at Koramangala Social, will also have a tournament of 'Coup', with a copy of the game up for grabs! We're all set to making this evening fun and memorable for all players.

For more information, please contact —
nishanth@socialoffline.in // +91 81053 22462",2017-04-22,2017-04-22,16:00:00,20:00:00,22 April,04:00 pm - 08:00 pm,2017-04-14 14:24:56,1
56618,Genie On Floor ,"Do Explore our Genie on Floor on your visit by buzzing.Treat your self free on every 4th visit booking through our APP.
",2017-04-15,2017-12-31,12:00:00,23:00:00,15 April - 31 December,12:00 pm - 11:00 pm,2017-04-15 13:44:45,1
18422898,IPL Live cricket screening at Hoot!!,"Get Bowled over this season with IPL Live cricket screening only at Hoot.
Who needs a stadium experience when you can have the Hoot experience!

Catch the IPL action live from April 6th onwards with some exclusive offers for all IPL fans..
Watch this space for OFFERS!",2017-04-06,2017-05-26,16:00:00,23:30:00,06 April - 26 May,04:00 pm - 11:30 pm,2017-03-21 17:33:38,1
18422898,Taste the world in your tiffin,"Your power lunches just took a turn for the better with this steal of a deal. Visit us during lunch hours every Monday to Friday and enjoy flavors from across the globe. Choose from American, Indian or Oriental flavors to satisfy your lunch needs, Tiffin's starting from just Rs 399/-. inclusive of one mug of beer to battle the summer heat.
Convenience has a new taste!",2017-04-10,2017-08-10,12:30:00,15:30:00,10 April - 10 August,12:30 pm - 03:30 pm,2017-04-08 17:20:29,1
18422898,Carnivale De&#039; Hoot,"One of the biggest venues in the country, our very own Hoot Cafe and Brewery in association with Housefly Live brings to you the first edition of Carnivale De'Hoot, on Sunday, 16th April 2017! Live food counters, live cocktail bar, a flea market and Vachan Chinappa taking over the console! Come join us between 1:30 pm and 6:30 pm while we show you how a Sunday should be spent!

Tickets priced at Rs.2000/- only.

Call 080-68595999/ 09538499992 for bookings.",2017-04-16,2017-04-16,13:30:00,18:30:00,16 April,01:30 pm - 06:30 pm,2017-04-10 16:26:12,1
50943,&quot;SUMMER SPECIALS&quot; at SULTANS OF SPICE,"BEAT the HEAT with our SUMMER SPECIAL OFFERS !!

Beer Buckets (4 pint beers) @ Rs. 500/-*
Blenders Pride Whisky Quarter (180ml) @ Rs. 499/-* (LIMITED PERIOD OFFER)
Mojito Pitcher @ 499/-* (LIMITED PERIOD OFFER)

And much more... Cheers !!!",2017-04-02,2017-04-16,12:00:00,23:30:00,02 April - 16 April,12:00 pm - 11:30 pm,2017-04-04 19:44:48,1
54162,IPL OFFERS ,Watch Live Screening of IPL Matches with Great OFFERS on Drinks & Food During Match Hours Only. *T&C Apply,2017-04-05,2017-05-21,20:00:00,23:00:00,05 April - 21 May,08:00 pm - 11:00 pm,2017-04-05 14:54:02,1
54162,Turn The Tables - Set Menu @ Rs.1000,"An anti-cancer initiative by Zomato in association with Karunashraya

Help turn the tables in 3 easy steps:

1. Book a table online at The Black Pearl and dine between 7th and 16th April ‘17
2. Enjoy a set menu for Rs.1000 per person
3. Part of proceeds go to Karunashraya",2017-04-07,2017-04-16,00:00:00,22:00:00,07 April - 16 April,12:00 am - 10:00 pm,2017-04-04 15:49:23,1
18354483,"IPL Live at Farzi Cafe, Pune","You know summer outings are going to be happening when they come with unlimited beer and  live screenings of #IPL. 

Head to Farzi Café, Pune and unwind! #FarzifyingSummers

Please call +91 8805853333 or +91 8805843333 for further information / reservation.",2017-04-12,2017-05-21,12:00:00,01:00:00,12 April - 21 May,12:00 pm - 01:00 am,2017-04-12 15:40:38,1
18354483,Prateek Bhaduri Live at Farzi Cafe,"Farzi Cafe, Pune is glad to showcase Prateek Bhaduri, a renowned multi-lingual singer & songwriter. Join us for a night of foot-tapping alternative rock music  and sway to his soulful symphonies to beat the mid-week blues with innovative, progressive cuisine & mixology with a high energy ambiance.

Please call +91 8805853333 or +91 8805843333 for further information / reservation.",2017-04-19,2017-04-19,21:00:00,23:30:00,19 April,09:00 pm - 11:30 pm,2017-04-13 15:10:04,1
18354483,Prateek Bhaduri Live at Farzi Cafe,"Farzi Cafe, Pune is glad to showcase Prateek Bhaduri, a renowned multi-lingual singer & songwriter. Join us for a night of foot-tapping alternative rock music and sway to his soulful symphonies to beat the mid-week blues with innovative, progressive cuisine & mixology with a high energy ambiance.

Please call +91 8805853333 or +91 8805843333 for further information / reservation.",2017-04-19,2017-04-19,21:00:00,23:30:00,19 April,09:00 pm - 11:30 pm,2017-04-14 17:45:28,1
6507967,IPL Screening 2017,"Showcasing live IPL matches and you can dig in finger food, continental, Italian as well as sumptuous desserts at Tales & Spirits Bistro as you catch all the action on the screen
Do call us for reservations",2017-04-10,2017-05-28,19:00:00,23:30:00,10 April - 28 May,07:00 pm - 11:30 pm,2017-04-10 15:57:20,1
6508323,SOULFUL SUNDAYS,We have in store a lil bit of Sufi and a lil bit of Folk and a lot of lip smacking food with some slurpilicous cocktails. Head down to your neighbourhood Foundry as Argha and Friends take over the stage. ,2017-04-16,2017-04-16,13:30:00,23:59:59,16 April,01:30 pm onwards,2017-04-07 16:43:22,1
6507495,Craziest Happy Hours in Town!,The Craziest Happy Hours in Town !,2017-04-01,2018-04-01,11:00:33,23:59:59,01 April - 01 April,11:00 am onwards,2017-04-01 13:44:30,1
18350020,HAPPY HOURS NOTICE,"The Ala Carte and Set Menu is not available during HAPPY HOURS. 

Only the items on the Happy Hours menu will be available from 3:30 pm - 7 pm.",2017-03-17,2017-06-17,15:30:00,19:00:00,17 March - 17 June,03:30 pm - 07:00 pm,2017-03-17 16:34:37,1
6504409,Sunday Grill,Enjoy unlimited food and beer along with a live performance by Swaroop!,2017-04-16,2017-04-16,13:00:00,16:00:00,16 April,01:00 pm - 04:00 pm,2017-04-07 10:22:26,1
18417624,World Art Day Workshop,"Discover your hidden artist, come celebrate #WorldArtDay with us! #TheSassySpoon #Pune is hosting an Art workshop in association with Ink & Drink on 16th April 2017 - and that's not all! Enjoy a delicious starter, main course, dessert and a chilled glass of beer at just Rs. 1500/- (Includes taxes & All Art Materials). Take your Master piece home!
Call now to reserve your spot!",2017-04-16,2017-04-16,12:00:00,14:30:00,16 April,12:00 pm - 02:30 pm,2017-04-12 18:52:23,1
18378852,Sunday Grill,Enjoy unlimited food and beer along with a scintillating performance by Vishwa Khare!,2017-04-16,2017-04-16,13:00:00,16:00:00,16 April,01:00 pm - 04:00 pm,2017-04-07 10:25:41,1
18292672,Sunday Night Live ,"Raiez Khan is back to mesmerize our patrons. Come by and watch him live from 8 PM onward. Have a fantastic weekend! 
Call for bookings ?: +91 7276 676644. Book Now! 
~
#SundayNightLive #BlueWater #Zomato #Pune #BOGO",2017-04-16,2017-04-16,20:00:00,22:00:00,16 April,08:00 pm - 10:00 pm,2017-04-15 19:02:12,1
94286,Genie On Floor ,"Do Explore our Genie on Floor on your visit by buzzing.Treat your self free on every 4th visit booking through our APP.
",2017-04-15,2017-12-31,12:00:00,23:00:00,15 April - 31 December,12:00 pm - 11:00 pm,2017-04-15 13:45:41,1
18443506,Live Band From Goa,"Neil & Iggy are back... Book your date 13th to 16th April 2017 @ The Fisherman's Wharf, Gachibowli Hyderabad.",2017-04-13,2017-04-16,19:00:00,23:00:00,13 April - 16 April,07:00 pm - 11:00 pm,2017-04-03 14:11:38,1
18313013,The Grand Dinner Buffet,"On popular demand, The Grand Trunk Road announces the launch of its Grand Dinner Buffet, available Monday- Friday. An exquisite and vast spread of food and live stations serving a smorgasbord of chaats and street food. 

Non-buffet eaters need not fret, our ala carte menu is available as well.",2017-03-14,2017-04-28,19:00:00,22:45:00,14 March - 28 April,07:00 pm - 10:45 pm,2017-03-01 18:07:35,1
90744,"Sunday Brunch, weekday lunch Buffet, candle light dinner","EXOTICA'S EXTRAVAGANT SUNDAY BRUNCH....

SPECIAL ATTRACTION
SEAFOOD & DRINKS

TEMPTATIONS 
02 live counters 
06 Starters 
02 Soup 
08 Salads 
13 main courses & 09 desserts...
Mocktail/Unlimited alcohol*
Refreshing Cocktails,  beer, gin, vodka and white rum....

* Rooftop Ambeance,

* candles light dinner  available

* Sunday brunch available with food and     
    alcohal

* Weekdays lunch Buffet available with a    
   round of Beer/mocktail

Call us now
04065585500
09652115500
09550405500
09550515500",2017-03-30,2017-05-31,00:30:00,15:00:00,30 March - 31 May,12:30 am - 03:00 pm,2016-10-22 11:39:03,1
72475,Omen Lunch Buffet,"Indulge in the unlimited sit down lunch buffet this weekend - 6 Starters (Chicken, Mutton, Fish, Prawn, Egg, Veg), 6 Maincourse & 6 Desserts for just Rs.589/- net",2017-04-15,2017-04-16,12:00:47,15:15:47,15 April - 16 April,12:00 pm - 03:15 pm,2017-04-13 08:09:02,1
70497,Unlimited Table Buffet @ Basil - With a Twist (must book 1 day in advance),"We are happy to invite you for one of a kind lunch feast at Basil - With a Twist,  Monday through Friday (12 noon - 4 pm).

The Menu for will have several soups to choose, selection of 6 starters in each (Veg & Non Veg), Continental & Mediterranean classics as well as live Italian counter for Mains. Last but not least, selection of home & hand made desserts will be served.

Reservations are a must with the number of Veg (Rs. 690) and Non Veg (Rs. 790).
 
Always happy to serve you!

Basil Team
...from Europe with Love...

For more details please check:
WWW.BASILWITHATWIST.COM

T & C
-If not able to make it, please inform two hours in advance so that we can release the reserved table to the next guest waiting.
-For groups (Min 4 of same - Veg or Non Veg).
-Subject to Availability.
-Menu is rotational.
-Please no waste and no packing.
-Not available on Holidays.
-We reserve rights of Admission.",2017-03-27,2017-05-31,12:00:00,23:00:00,27 March - 31 May,12:00 pm - 11:00 pm,2017-02-14 13:02:10,1
71443,Banquet Hall,"Celebrate birthdays, wedding, get together parties, events at Palmshore Banquet Hall

*Rent Free Hall
*Choice of menu Rs.450/- onwards
*Car parking for more than 40 cars
*LCD Projector
",2017-01-26,2018-01-26,00:00:23,23:59:59,26 January - 26 January,12:00 am onwards,2017-01-26 12:42:18,1
18384227,Genie On Floor ,"Do Explore our Genie on Floor on your visit by buzzing.Treat your self free on every 6th visit booking through our APP.
",2017-04-15,2017-12-31,12:00:00,23:00:00,15 April - 31 December,12:00 pm - 11:00 pm,2017-04-15 13:47:09,1
70092,Unlimited Table Buffet,"Now enjoy unlimited Table buffet @ 475/- net

Offer: Monday to Friday (Lunch only) 

Call 04442009701/02 for more details",2017-04-04,2017-12-31,12:00:00,15:30:00,04 April - 31 December,12:00 pm - 03:30 pm,2017-04-04 12:52:20,1
70092,Ladies Kitty Party,"Get Flat 15% discount on your ala carte menu.

Offer valid Monday to Friday (Lunch Only)",2017-04-04,2017-12-31,12:00:00,15:30:00,04 April - 31 December,12:00 pm - 03:30 pm,2017-04-04 13:00:37,1
70092,Party Hall @ Kaidi Kitchen ,"*Party HALL AVAILABLE for Clubs, Family Functions etc 

* Capacity: Upto 100 pax

* Menu starting from @ Rs 550/- onwards.

* PLEASE CONTACT 04442009701/02 For Details 

* TERMS AND CONDITIONS AS APPLICABLE.

",2017-04-04,2017-12-31,12:00:00,23:00:00,04 April - 31 December,12:00 pm - 11:00 pm,2017-04-04 23:56:00,1
801170,#BIRTHDAY #DESTINATION ,"Spice Caves invites you to celebrate your birthday like never before. With magic candles, balloon decoration, choice of music, staff surprise celebration and dslr photography complementary from our side, it's surely gonna be a grand celebration. Go Spica! ",2017-04-01,2017-05-04,11:00:00,23:59:59,01 April - 04 May,11:00 am onwards,2017-03-14 21:02:50,1
801384,Easter Lunch,"Enjoy the freshness of the warm and joyful festival with our out of the world dishes.

For more information call: 0522 405 5555",2017-04-16,2017-04-16,12:00:25,15:00:25,16 April,12:00 pm - 03:00 pm,2017-04-05 12:38:02,1
95286,Special Dessert,Introducing new special desert to relish upon,2017-04-04,2017-07-04,12:00:02,23:00:02,04 April - 04 July,12:00 pm - 11:00 pm,2017-04-04 13:31:24,1
103019,FREEBIRDS,"FreeBirds offer (Flat 15% off to all 10th and 12th class students BCom students as well for completion of their exams !!)

""we understand the feeling that comes just after exams over"" come mutuals and u will get all action of IPL and along with 15% off",2017-04-09,2017-04-30,20:00:02,23:00:02,09 April - 30 April,08:00 pm - 11:00 pm,2017-04-09 14:33:49,1
103019,IPL SPECIAL OFF,"#IPLHours
Celebrate this Indian Cricket Festival with us and avail Upto 25% off on total billing...!!!
*To avail these special IPL offers ....
Click a selfie with Check-In #Mutualscafe in ur Facebook/Instagram post and just show at the time of billing ?
#ipl #season10 #gocrazy
#Mutuals #Cafe #Lounge",2017-04-12,2017-05-21,20:00:43,23:59:59,12 April - 21 May,08:00 pm onwards,2017-04-12 22:17:41,1
103019,ABHI SOLANKI LIVE,"Join us for an Awesome Evening & Enjoy Live Performance by ""Abhi Solanki (Western Singer)"" along with all action of IPL Match..!!

#AbhiSolanki #WesternSinger #IPLMatch #Music #Food #Fun
#Mutuals #Cafe #Lounge
For more details call at - +91 7229-973777",2017-04-21,2017-04-21,21:00:59,23:59:59,21 April,09:00 pm onwards,2017-04-12 22:12:40,1
113537,Dim Light Dinner (Every Thursday),Share a romantic dim light dinner date with your special someone. Every Thursday @ Puffizza.,2017-01-06,2022-03-31,19:00:49,23:59:59,06 January - 31 March,07:00 pm onwards,2017-01-06 18:01:24,1
113537,#FlauntYourPizza Contest ,"Do you start clicking mouth-wateringly beautiful snaps of the pizza ordered, as soon as it hits your table?

Then you must participate in this fantastic #Contest!.

Order pizzas of your choice, Click enticing pizza shots, Flaunt your best Pizza snap & Win!

*Terms & Conditions:

1. One entry per person is allowed.
2. You should be the master of the awe-striking photograph.
3. Wisely pick the best & ignore the rest (multiple photos will be disqualified).
4. Only Puffizza Pizza snaps can make you win.
5. Mentioning Name of the pizza along with the click is compulsory.
6. Capture with any camera or mobile’s camera you wish.
7. #NoFilter please! (Photo editing & manipulation is strictly NOT allowed).
8. Participants should post their click along with hashtag (#FlauntYourPizza Contest) below the Contest Creative & also inbox us the high quality image BEFORE 15th April 11:59 PM.
9. The renowned professional photographer MR. Prashant Nair will choose Top 5 Captures.
10. If your snap stands out the rest, on 20th April, 2017 your name will be declared as a winner with zest.
11. Top 5 Photographs will be showcased at #Puffizza & the masters of the outstanding pieces will be honoured with Puffizza #Vouchers. 
12. Puffizza officials decision will be final.",2017-04-04,2019-04-15,11:30:04,23:59:04,04 April - 15 April,11:30 am - 11:59 pm,2017-04-04 11:33:13,1
18371341,IPL 2017 Live Screening,Daily Live Screening of IPL 2017 matches,2017-04-06,2017-05-06,19:00:38,22:00:38,06 April - 06 May,07:00 pm - 10:00 pm,2017-04-06 21:43:43,1
110516,Summer Special lunches ,"GARDEN CAFE LUNCH AT FLAT 20% OFF . 
PLUS 1 WELCOME DRINK. 
",2017-04-13,2017-05-13,12:00:00,15:00:00,13 April - 13 May,12:00 pm - 03:00 pm,2017-04-13 18:45:23,1
110516,Easter Brunch,Enjoy Easter Brunch with Live Music and Easter Specialities,2017-04-16,2017-04-16,12:00:00,15:00:00,16 April,12:00 pm - 03:00 pm,2017-04-15 23:33:10,1
113703,All-You-Can-Eat Weekend Brunch! Enjoy a lavish spread of 8-Course Brunch with 25+ delicacies.,Sit-Down Brunch | Fusion Menu | Over 25 delicacies | Breakfast to Desserts,2017-04-15,2017-04-16,11:00:12,15:00:12,15 April - 16 April,11:00 am - 03:00 pm,2017-04-13 12:58:05,1
18022206,Sunkissed Sunday,"Party in style at Antares Restaurant & Beach Club's Sun Kissed Party, with Live music by DJs and international performers.",2017-04-16,2017-04-16,12:00:00,19:00:00,16 April,12:00 pm - 07:00 pm,2017-03-30 13:47:34,1
18022206,Thursday Socials ,Come enjoy our free drinks for the ladies and dine and dance away the night at Antares Restaurant & Beach Club this Thursday!,2017-04-20,2017-04-20,20:00:00,23:00:00,20 April,08:00 pm - 11:00 pm,2017-03-30 13:30:36,1
18022206,Sunset Sessions ,Head over to Antares Restaurant & Beach Club to witness perfect Sundowner at our Sunset Sessions with Transalento - Andrea Presa on the didgeridoo and Kavita soni on vocals!,2017-04-21,2017-04-22,17:30:00,23:00:00,21 April - 22 April,05:30 pm - 11:00 pm,2017-03-30 13:41:47,1
18022206, Sunkissed Sunday,"Party in style at Antares Restaurant & Beach Club's Sun Kissed Party, with Live music by DJs and international performers.",2017-04-23,2017-04-23,12:00:00,19:00:00,23 April,12:00 pm - 07:00 pm,2017-03-30 13:49:11,1
18022206, Thursday Socials ,Come enjoy our free drinks for the ladies and dine and dance away the night at Antares Restaurant & Beach Club this Thursday!,2017-04-27,2017-04-27,20:00:00,23:00:00,27 April,08:00 pm - 11:00 pm,2017-03-30 13:32:25,1
18022206, Sunset Sessions ,Head over to Antares Restaurant & Beach Club to witness perfect Sundowner at our Sunset Sessions with Transalento - Andrea Presa on the didgeridoo and Kavita soni on vocals!,2017-04-28,2017-04-29,17:30:00,23:00:00,28 April - 29 April,05:30 pm - 11:00 pm,2017-03-30 13:42:49,1
